"","...1","X1","X2","X3","X4","values","ind"
"240",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-16,"Florida"
"241",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,6,"Florida"
"242",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-22.6666666666667,"Florida"
"243",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-12.6666666666667,"Florida"
"244",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,0,"Florida"
"245",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-10.3333333333333,"Florida"
"246",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-13.3333333333333,"Florida"
"247",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,0.333333333333333,"Florida"
"248",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-16,"Florida"
"249",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,18.3333333333333,"Florida"
"250",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-16.6666666666667,"Florida"
"251",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-15,"Florida"
"252",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-14.6666666666667,"Florida"
"253",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-16,"Florida"
"254",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,7,"Florida"
"255",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-22.3333333333333,"Florida"
"256",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-15.6666666666667,"Florida"
"257",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-16,"Florida"
"258",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-22,"Florida"
"259",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,1,"Florida"
"260",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-15.3333333333333,"Florida"
"261",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-14.6666666666667,"Florida"
"262",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-6,"Georgia"
"263",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-1.33333333333333,"Georgia"
"264",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-8,"Georgia"
"265",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-6.33333333333333,"Georgia"
"266",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-8,"Georgia"
"267",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-7,"Georgia"
"268",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,14.3333333333333,"Georgia"
"269",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-5.33333333333333,"Georgia"
"270",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,5.33333333333333,"Georgia"
"271",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-10.3333333333333,"Georgia"
"272",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-4,"Georgia"
"273",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,-2.66666666666667,"Georgia"
"274",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,1.66666666666667,"Georgia"
"275",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-4,"Georgia"
"276",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,0,"Georgia"
"277",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-6,"Georgia"
"278",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,24.6666666666667,"Georgia"
"279",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-7.33333333333333,"Georgia"
"280",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-7.66666666666667,"Georgia"
"281",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-6,"Georgia"
"282",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-7.66666666666667,"Georgia"
"283",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,3.66666666666667,"Georgia"
"284",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-9.66666666666667,"Georgia"
"285",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-8.66666666666667,"Georgia"
"286",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-6.66666666666667,"Georgia"
"287",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-9.66666666666667,"Georgia"
"288",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,-1,"Georgia"
"289",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-7.66666666666667,"Georgia"
"290",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-8.66666666666667,"Georgia"
"291",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-28.6666666666667,"Hawaii"
"292",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-21,"Hawaii"
"293",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-24.6666666666667,"Hawaii"
"294",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-29,"Hawaii"
"295",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-26.3333333333333,"Hawaii"
"296",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-28,"Hawaii"
"297",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,6,"Hawaii"
"298",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-24.6666666666667,"Hawaii"
"299",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,1.33333333333333,"Hawaii"
"300",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-29.3333333333333,"Hawaii"
"301",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-22.6666666666667,"Hawaii"
"302",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,0.333333333333333,"Hawaii"
"303",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-17.6666666666667,"Hawaii"
"304",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-24,"Hawaii"
"305",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,0,"Hawaii"
"306",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-27.3333333333333,"Hawaii"
"307",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,6.66666666666667,"Hawaii"
"308",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-28.3333333333333,"Hawaii"
"309",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-26.3333333333333,"Hawaii"
"310",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-18.6666666666667,"Hawaii"
"311",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-27,"Hawaii"
"312",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,4,"Hawaii"
"313",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-29.6666666666667,"Hawaii"
"314",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-27.3333333333333,"Hawaii"
"315",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-28,"Hawaii"
"316",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-29.3333333333333,"Hawaii"
"317",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,0,"Hawaii"
"318",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-28.3333333333333,"Hawaii"
"319",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-19.6666666666667,"Hawaii"
"320",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,10.3333333333333,"Idaho"
"321",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,19.3333333333333,"Idaho"
"322",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,11.6666666666667,"Idaho"
"323",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,9.66666666666667,"Idaho"
"324",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,9.33333333333333,"Idaho"
"325",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,11,"Idaho"
"326",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,27.6666666666667,"Idaho"
"327",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,16,"Idaho"
"328",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,11.6666666666667,"Idaho"
"329",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-5.33333333333333,"Idaho"
"330",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,16.6666666666667,"Idaho"
"331",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,3.66666666666667,"Idaho"
"332",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,16.3333333333333,"Idaho"
"333",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,15.6666666666667,"Idaho"
"334",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,5,"Idaho"
"335",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,12,"Idaho"
"336",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,27.3333333333333,"Idaho"
"337",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,9,"Idaho"
"338",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,8.66666666666667,"Idaho"
"339",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,17.3333333333333,"Idaho"
"340",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,9.33333333333333,"Idaho"
"341",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,14,"Idaho"
"342",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-2,"Idaho"
"343",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,5.66666666666667,"Idaho"
"344",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,9.33333333333333,"Idaho"
"345",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-6,"Idaho"
"346",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,6,"Idaho"
"347",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,7.33333333333333,"Idaho"
"348",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-1.33333333333333,"Idaho"
"349",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-3.66666666666667,"Illinois"
"350",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-2.66666666666667,"Illinois"
"351",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-1,"Illinois"
"352",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-4,"Illinois"
"353",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-2.33333333333333,"Illinois"
"354",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-1,"Illinois"
"355",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,28.6666666666667,"Illinois"
"356",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-4,"Illinois"
"357",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,11.3333333333333,"Illinois"
"358",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-11,"Illinois"
"359",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,2,"Illinois"
"360",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,3,"Illinois"
"361",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-0.666666666666667,"Illinois"
"362",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,2.66666666666667,"Illinois"
"363",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,6,"Illinois"
"364",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-3.66666666666667,"Illinois"
"365",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,35.3333333333333,"Illinois"
"366",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-4.33333333333333,"Illinois"
"367",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-1,"Illinois"
"368",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-4,"Illinois"
"369",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-3.33333333333333,"Illinois"
"370",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,9.33333333333333,"Illinois"
"371",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-12.6666666666667,"Illinois"
"372",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-3,"Illinois"
"373",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-1.66666666666667,"Illinois"
"374",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-13,"Illinois"
"375",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,8,"Illinois"
"376",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-3.33333333333333,"Illinois"
"377",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-3.66666666666667,"Illinois"
"378",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-0.333333333333333,"Indiana"
"379",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,5.66666666666667,"Indiana"
"380",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,1.33333333333333,"Indiana"
"381",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-0.333333333333333,"Indiana"
"382",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-1,"Indiana"
"383",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,1,"Indiana"
"384",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,17.6666666666667,"Indiana"
"385",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,2.66666666666667,"Indiana"
"386",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,9,"Indiana"
"387",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-10.3333333333333,"Indiana"
"388",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,4.33333333333333,"Indiana"
"389",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,1.33333333333333,"Indiana"
"390",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,10,"Indiana"
"391",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,3.33333333333333,"Indiana"
"392",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,3.66666666666667,"Indiana"
"393",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-0.333333333333333,"Indiana"
"394",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,21.6666666666667,"Indiana"
"395",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-1.66666666666667,"Indiana"
"396",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,0.333333333333333,"Indiana"
"397",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,3.33333333333333,"Indiana"
"398",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-2.33333333333333,"Indiana"
"399",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,9,"Indiana"
"400",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-9.66666666666667,"Indiana"
"401",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-1.33333333333333,"Indiana"
"402",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,1,"Indiana"
"403",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-9.33333333333333,"Indiana"
"404",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,3.66666666666667,"Indiana"
"405",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-0.333333333333333,"Indiana"
"406",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-3.66666666666667,"Indiana"
"407",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,14.6666666666667,"Iowa"
"408",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,18.6666666666667,"Iowa"
"409",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,15.6666666666667,"Iowa"
"410",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,14.6666666666667,"Iowa"
"411",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,15,"Iowa"
"412",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,19.6666666666667,"Iowa"
"413",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,32,"Iowa"
"414",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,18,"Iowa"
"415",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,20,"Iowa"
"416",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-1,"Iowa"
"417",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,23,"Iowa"
"418",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,8.33333333333333,"Iowa"
"419",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,19,"Iowa"
"420",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,17.6666666666667,"Iowa"
"421",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,14,"Iowa"
"422",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,11,"Iowa"
"423",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,24.3333333333333,"Iowa"
"424",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,12,"Iowa"
"425",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,16.3333333333333,"Iowa"
"426",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,18.6666666666667,"Iowa"
"427",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,9.33333333333333,"Iowa"
"428",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,12.6666666666667,"Iowa"
"429",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,5,"Iowa"
"430",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,9.66666666666667,"Iowa"
"431",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,17,"Iowa"
"432",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-2.66666666666667,"Iowa"
"433",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,15.6666666666667,"Iowa"
"434",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,9.66666666666667,"Iowa"
"435",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,10,"Iowa"
"436",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-6.33333333333333,"Kansas"
"437",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,2.66666666666667,"Kansas"
"438",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-4.66666666666667,"Kansas"
"439",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-6.33333333333333,"Kansas"
"440",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-6.66666666666667,"Kansas"
"441",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-4.66666666666667,"Kansas"
"442",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,15.6666666666667,"Kansas"
"443",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-3.66666666666667,"Kansas"
"444",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,9,"Kansas"
"445",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-13.6666666666667,"Kansas"
"446",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-1,"Kansas"
"447",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,-3.33333333333333,"Kansas"
"448",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,6,"Kansas"
"449",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-1,"Kansas"
"450",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,-0.333333333333333,"Kansas"
"451",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-4,"Kansas"
"452",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,21.3333333333333,"Kansas"
"453",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-6.33333333333333,"Kansas"
"454",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-6,"Kansas"
"455",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-2.66666666666667,"Kansas"
"456",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-6.66666666666667,"Kansas"
"457",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,8,"Kansas"
"458",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-10.3333333333333,"Kansas"
"459",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-7.66666666666667,"Kansas"
"460",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-4.66666666666667,"Kansas"
"461",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-11,"Kansas"
"462",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,0.333333333333333,"Kansas"
"463",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-7,"Kansas"
"464",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-7,"Kansas"
"465",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,0.333333333333333,"Kentucky"
"466",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,7,"Kentucky"
"467",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,2,"Kentucky"
"468",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,0,"Kentucky"
"469",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,0.333333333333333,"Kentucky"
"470",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-0.666666666666667,"Kentucky"
"471",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,17.3333333333333,"Kentucky"
"472",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,2.66666666666667,"Kentucky"
"473",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,11.6666666666667,"Kentucky"
"474",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-6,"Kentucky"
"475",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,7.33333333333333,"Kentucky"
"476",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,3.33333333333333,"Kentucky"
"477",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,12,"Kentucky"
"478",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,4.66666666666667,"Kentucky"
"479",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,5.33333333333333,"Kentucky"
