STATE,NAME,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/13/2020,01/14/2020,01/15/2020,01/16/2020,01/17/2020,01/18/2020,01/19/2020,01/20/2020,01/21/2020,01/22/2020,01/23/2020,01/24/2020,01/25/2020,01/26/2020,01/27/2020,01/28/2020,01/29/2020,01/30/2020,01/31/2020,02/01/2020,02/02/2020,02/03/2020,02/04/2020,02/05/2020,02/06/2020,02/07/2020,02/08/2020,02/09/2020,02/10/2020,02/11/2020,02/12/2020,02/13/2020,02/14/2020,02/15/2020,02/16/2020,02/17/2020,02/18/2020,02/19/2020,02/20/2020,02/21/2020,02/22/2020,02/23/2020,02/24/2020,02/25/2020,02/26/2020,02/27/2020,02/28/2020,02/29/2020,03/01/2020,03/02/2020,03/03/2020,03/04/2020,03/05/2020,03/06/2020,03/07/2020,03/08/2020,03/09/2020,03/10/2020,03/11/2020,03/12/2020,03/13/2020,03/14/2020,03/15/2020,03/16/2020,03/17/2020,03/18/2020,03/19/2020,03/20/2020,03/21/2020,03/22/2020,03/23/2020,03/24/2020,03/25/2020,03/26/2020,03/27/2020,03/28/2020,03/29/2020,03/30/2020,03/31/2020,04/01/2020,04/02/2020,04/03/2020,04/04/2020,04/05/2020,04/06/2020,04/07/2020,04/08/2020,04/09/2020,04/10/2020,04/11/2020,04/12/2020,04/13/2020,04/14/2020,04/15/2020,04/16/2020,04/17/2020,04/18/2020,04/19/2020,04/20/2020,04/21/2020,04/22/2020,04/23/2020,04/24/2020,04/25/2020,04/26/2020,04/27/2020,04/28/2020,04/29/2020,04/30/2020,05/01/2020,05/02/2020,05/03/2020,05/04/2020,05/05/2020,05/06/2020,05/07/2020,05/08/2020,05/09/2020,05/10/2020,05/11/2020,05/12/2020,05/13/2020,05/14/2020,05/15/2020,05/16/2020,05/17/2020,05/18/2020,05/19/2020,05/20/2020,05/21/2020,05/22/2020,05/23/2020,05/24/2020,05/25/2020,05/26/2020,05/27/2020,05/28/2020,05/29/2020,05/30/2020,05/31/2020,06/01/2020,06/02/2020,06/03/2020,06/04/2020,06/05/2020,06/06/2020,06/07/2020,06/08/2020,06/09/2020,06/10/2020,06/11/2020,06/12/2020,06/13/2020,06/14/2020,06/15/2020,06/16/2020,06/17/2020,06/18/2020,06/19/2020,06/20/2020,06/21/2020,06/22/2020,06/23/2020,06/24/2020,06/25/2020,06/26/2020,06/27/2020,06/28/2020,06/29/2020,06/30/2020,07/01/2020,07/02/2020,07/03/2020,07/04/2020,07/05/2020,07/06/2020,07/07/2020,07/08/2020,07/09/2020,07/10/2020,07/11/2020,07/12/2020,07/13/2020,07/14/2020,07/15/2020,07/16/2020,07/17/2020,07/18/2020,07/19/2020,07/20/2020,07/21/2020,07/22/2020,07/23/2020,07/24/2020,07/25/2020,07/26/2020,07/27/2020,07/28/2020,07/29/2020,07/30/2020,07/31/2020,08/01/2020,08/02/2020,08/03/2020,08/04/2020,08/05/2020,08/06/2020,08/07/2020,08/08/2020,08/09/2020,08/10/2020,08/11/2020,08/12/2020,08/13/2020,08/14/2020,08/15/2020,08/16/2020,08/17/2020,08/18/2020,08/19/2020,08/20/2020,08/21/2020,08/22/2020,08/23/2020,08/24/2020,08/25/2020,08/26/2020,08/27/2020,08/28/2020,08/29/2020,08/30/2020,08/31/2020,09/01/2020,09/02/2020,09/03/2020,09/04/2020,09/05/2020,09/06/2020,09/07/2020,09/08/2020,09/09/2020,09/10/2020,09/11/2020,09/12/2020,09/13/2020,09/14/2020,09/15/2020,09/16/2020,09/17/2020,09/18/2020,09/19/2020,09/20/2020,09/21/2020,09/22/2020,09/23/2020,09/24/2020,09/25/2020,09/26/2020,09/27/2020,09/28/2020,09/29/2020,09/30/2020,10/01/2020,10/02/2020,10/03/2020,10/04/2020,10/05/2020,10/06/2020,10/07/2020,10/08/2020,10/09/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/01/2020,11/02/2020,11/03/2020,11/04/2020,11/05/2020,11/06/2020,11/07/2020,11/08/2020,11/09/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/01/2020,12/02/2020,12/03/2020,12/04/2020,12/05/2020,12/06/2020,12/07/2020,12/08/2020,12/09/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/13/2021,01/14/2021,01/15/2021,01/16/2021,01/17/2021,01/18/2021,01/19/2021,01/20/2021,01/21/2021,01/22/2021,01/23/2021,01/24/2021,01/25/2021,01/26/2021,01/27/2021,01/28/2021,01/29/2021,01/30/2021,01/31/2021,02/01/2021,02/02/2021,02/03/2021,02/04/2021,02/05/2021,02/06/2021,02/07/2021,02/08/2021,02/09/2021,02/10/2021,02/11/2021,02/12/2021,02/13/2021,02/14/2021,02/15/2021,02/16/2021,02/17/2021,02/18/2021,02/19/2021,02/20/2021,02/21/2021,02/22/2021,02/23/2021,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021,03/03/2021,03/04/2021,03/05/2021,03/06/2021,03/07/2021,03/08/2021,03/09/2021,03/10/2021,03/11/2021,03/12/2021,03/13/2021,03/14/2021,03/15/2021,03/16/2021,03/17/2021,03/18/2021,03/19/2021,03/20/2021,03/21/2021,03/22/2021,03/23/2021,03/24/2021,03/25/2021,03/26/2021,03/27/2021,03/28/2021,03/29/2021,03/30/2021,03/31/2021,04/01/2021,04/02/2021,04/03/2021,04/04/2021,04/05/2021,04/06/2021,04/07/2021,04/08/2021,04/09/2021,04/10/2021,04/11/2021,04/12/2021,04/13/2021,04/14/2021,04/15/2021,04/16/2021,04/17/2021,04/18/2021,04/19/2021,04/20/2021
01,Alabama,52.0,27.0,17.0,28.0,41.0,14.0,13.0,12.0,12.0,12.0,51.0,39.0,19.0,17.0,12.0,12.0,12.0,31.0,39.0,27.0,16.0,14.0,15.0,11.0,27.0,42.0,15.0,13.0,15.0,12.0,11.0,26.0,37.0,13.0,13.0,19.0,18.0,11.0,30.0,45.0,20.0,16.0,13.0,12.0,11.0,24.0,41.0,31.0,17.0,13.0,17.0,11.0,23.0,38.0,20.0,12.0,12.0,11.0,11.0,20.0,33.0,16.0,11.0,16.0,12.0,10.0,20.0,33.0,12.0,13.0,12.0,11.0,11.0,23.0,43.0,18.0,23.0,25.0,26.0,29.0,48.0,61.0,42.0,39.0,35.0,33.0,30.0,47.0,61.0,41.0,45.0,36.0,37.0,31.0,51.0,67.0,46.0,46.0,45.0,40.0,38.0,51.0,75.0,41.0,39.0,36.0,37.0,32.0,46.0,71.0,37.0,34.0,36.0,45.0,27.0,43.0,55.0,35.0,33.0,39.0,27.0,20.0,33.0,49.0,29.0,29.0,27.0,23.0,27.0,30.0,42.0,26.0,26.0,23.0,20.0,17.0,29.0,49.0,27.0,22.0,21.0,18.0,18.0,29.0,41.0,42.0,26.0,24.0,18.0,16.0,24.0,38.0,20.0,19.0,19.0,17.0,17.0,25.0,44.0,26.0,21.0,18.0,16.0,15.0,23.0,34.0,30.0,21.0,20.0,19.0,19.0,25.0,33.0,29.0,24.0,23.0,22.0,20.0,34.0,39.0,43.0,31.0,24.0,19.0,26.0,38.0,43.0,33.0,27.0,25.0,23.0,23.0,29.0,43.0,24.0,21.0,22.0,19.0,28.0,34.0,39.0,27.0,23.0,21.0,19.0,23.0,29.0,34.0,26.0,20.0,23.0,19.0,24.0,26.0,33.0,21.0,18.0,18.0,18.0,22.0,25.0,31.0,20.0,19.0,19.0,17.0,21.0,25.0,31.0,23.0,22.0,19.0,17.0,21.0,26.0,33.0,28.0,23.0,22.0,18.0,19.0,35.0,40.0,38.0,20.0,20.0,17.0,17.0,25.0,31.0,31.0,24.0,19.0,18.0,17.0,26.0,38.0,24.0,29.0,38.0,32.0,17.0,25.0,35.0,21.0,26.0,20.0,21.0,16.0,25.0,32.0,24.0,21.0,17.0,16.0,15.0,25.0,31.0,21.0,19.0,17.0,19.0,26.0,43.0,29.0,18.0,17.0,27.0,23.0,15.0,32.0,27.0,19.0,17.0,19.0,19.0,16.0,29.0,34.0,18.0,17.0,27.0,20.0,16.0,24.0,34.0,25.0,30.0,20.0,19.0,18.0,27.0,34.0,23.0,20.0,24.0,20.0,17.0,27.0,39.0,27.0,37.0,35.0,32.0,24.0,36.0,34.0,24.0,20.0,29.0,50.0,28.0,32.0,42.0,27.0,22.0,19.0,20.0,19.0,27.0,36.0,24.0,26.0,17.0,17.0,17.0,25.0,31.0,32.0,33.0,19.0,21.0,19.0,28.0,38.0,20.0,18.0,17.0,30.0,60.0,38.0,41.0,27.0,25.0,22.0,25.0,50.0,32.0,38.0,25.0,27.0,23.0,27.0,19.0,31.0,42.0,31.0,23.0,23.0,20.0,17.0,27.0,35.0,22.0,26.0,23.0,20.0,16.0,26.0,36.0,24.0,18.0,21.0,20.0,16.0,27.0,41.0,25.0,18.0,17.0,17.0,17.0,27.0,39.0,34.0,19.0,20.0,20.0,19.0,38.0,35.0,40.0,56.0,20.0,21.0,16.0,23.0,29.0,16.0,15.0,15.0,14.0,14.0,22.0,29.0,19.0,17.0,14.0,14.0,13.0,21.0,24.0,15.0,15.0,14.0,14.0,13.0,21.0,24.0,17.0,16.0,27.0,14.0,13.0,21.0,28.0,15.0,16.0,15.0,22.0,14.0,22.0,26.0,15.0,15.0,17.0,14.0,15.0,21.0,26.0,15.0,14.0,16.0,14.0,13.0,23.0,25.0,15.0,15.0,15.0,13.0,12.0,21.0,23.0,14.0,13.0
02,Alaska,54.0,23.0,20.0,37.0,47.0,23.0,21.0,23.0,19.0,18.0,36.0,46.0,21.0,21.0,21.0,20.0,18.0,34.0,45.0,33.0,23.0,21.0,19.0,17.0,37.0,45.0,23.0,24.0,23.0,18.0,17.0,32.0,48.0,21.0,19.0,19.0,16.0,16.0,38.0,41.0,18.0,19.0,19.0,19.0,16.0,29.0,40.0,56.0,21.0,21.0,17.0,16.0,27.0,39.0,19.0,19.0,17.0,16.0,15.0,23.0,40.0,19.0,20.0,17.0,19.0,16.0,27.0,37.0,20.0,18.0,17.0,18.0,16.0,28.0,42.0,23.0,29.0,33.0,34.0,36.0,56.0,61.0,49.0,49.0,53.0,50.0,51.0,64.0,73.0,59.0,54.0,55.0,57.0,54.0,63.0,69.0,58.0,55.0,54.0,53.0,48.0,57.0,71.0,55.0,53.0,51.0,49.0,43.0,52.0,64.0,46.0,47.0,46.0,46.0,38.0,38.0,49.0,40.0,39.0,35.0,36.0,29.0,34.0,45.0,30.0,32.0,32.0,31.0,25.0,30.0,39.0,38.0,31.0,29.0,27.0,23.0,26.0,36.0,27.0,27.0,26.0,25.0,19.0,26.0,37.0,38.0,19.0,20.0,18.0,18.0,23.0,32.0,20.0,20.0,20.0,19.0,17.0,23.0,30.0,20.0,18.0,18.0,18.0,16.0,22.0,29.0,27.0,21.0,23.0,24.0,23.0,32.0,37.0,25.0,22.0,23.0,24.0,22.0,29.0,37.0,28.0,24.0,20.0,20.0,25.0,30.0,32.0,27.0,23.0,24.0,25.0,23.0,29.0,34.0,26.0,25.0,20.0,21.0,37.0,42.0,35.0,27.0,22.0,21.0,21.0,24.0,27.0,27.0,21.0,20.0,20.0,20.0,23.0,26.0,30.0,21.0,20.0,20.0,21.0,24.0,26.0,27.0,21.0,24.0,20.0,19.0,22.0,24.0,26.0,21.0,19.0,20.0,20.0,23.0,25.0,29.0,24.0,23.0,20.0,23.0,25.0,35.0,33.0,29.0,39.0,39.0,39.0,37.0,40.0,28.0,45.0,41.0,39.0,21.0,39.0,43.0,31.0,28.0,41.0,21.0,30.0,21.0,26.0,34.0,31.0,48.0,44.0,45.0,45.0,31.0,36.0,24.0,23.0,21.0,20.0,20.0,25.0,35.0,21.0,20.0,39.0,45.0,44.0,48.0,35.0,23.0,19.0,28.0,33.0,20.0,31.0,32.0,23.0,22.0,19.0,21.0,19.0,27.0,34.0,24.0,25.0,25.0,28.0,23.0,27.0,35.0,27.0,28.0,24.0,24.0,24.0,31.0,38.0,28.0,24.0,26.0,25.0,21.0,33.0,37.0,29.0,35.0,33.0,32.0,30.0,36.0,38.0,29.0,23.0,28.0,48.0,34.0,34.0,40.0,29.0,31.0,30.0,29.0,25.0,33.0,42.0,29.0,33.0,30.0,28.0,26.0,33.0,41.0,25.0,24.0,29.0,28.0,27.0,33.0,38.0,27.0,26.0,23.0,29.0,49.0,33.0,37.0,25.0,24.0,22.0,23.0,39.0,31.0,36.0,28.0,26.0,23.0,26.0,21.0,30.0,37.0,26.0,24.0,22.0,23.0,19.0,28.0,34.0,27.0,31.0,25.0,23.0,18.0,29.0,35.0,26.0,21.0,25.0,30.0,20.0,31.0,42.0,28.0,26.0,21.0,22.0,19.0,25.0,40.0,31.0,21.0,24.0,20.0,20.0,30.0,32.0,23.0,20.0,18.0,18.0,17.0,24.0,32.0,18.0,21.0,20.0,17.0,19.0,24.0,35.0,20.0,21.0,20.0,17.0,16.0,23.0,29.0,18.0,18.0,18.0,19.0,17.0,23.0,27.0,23.0,17.0,17.0,17.0,15.0,23.0,28.0,16.0,16.0,16.0,17.0,15.0,22.0,26.0,18.0,16.0,17.0,18.0,17.0,23.0,34.0,17.0,16.0,15.0,17.0,16.0,24.0,33.0,18.0,18.0,20.0,16.0,15.0,22.0,26.0,20.0,16.0
04,Arizona,46.0,19.0,16.0,27.0,39.0,19.0,18.0,17.0,17.0,14.0,27.0,38.0,19.0,17.0,15.0,15.0,15.0,24.0,36.0,25.0,21.0,16.0,14.0,14.0,24.0,36.0,19.0,16.0,17.0,14.0,14.0,23.0,40.0,20.0,18.0,17.0,14.0,14.0,27.0,42.0,21.0,20.0,15.0,14.0,13.0,23.0,33.0,37.0,16.0,14.0,15.0,14.0,31.0,34.0,16.0,14.0,14.0,14.0,13.0,22.0,31.0,17.0,14.0,14.0,14.0,13.0,22.0,31.0,15.0,16.0,16.0,16.0,15.0,24.0,35.0,19.0,25.0,35.0,33.0,30.0,44.0,57.0,43.0,42.0,43.0,43.0,42.0,51.0,61.0,46.0,46.0,49.0,50.0,45.0,56.0,66.0,52.0,50.0,51.0,48.0,45.0,56.0,70.0,52.0,49.0,45.0,46.0,43.0,51.0,61.0,48.0,46.0,45.0,44.0,39.0,47.0,57.0,46.0,43.0,43.0,40.0,33.0,44.0,55.0,41.0,40.0,41.0,37.0,31.0,40.0,50.0,39.0,38.0,36.0,33.0,27.0,36.0,49.0,35.0,34.0,30.0,27.0,22.0,32.0,42.0,42.0,31.0,29.0,28.0,23.0,33.0,45.0,32.0,30.0,29.0,26.0,23.0,29.0,42.0,30.0,28.0,27.0,25.0,22.0,30.0,39.0,39.0,32.0,30.0,30.0,28.0,35.0,39.0,35.0,32.0,31.0,31.0,29.0,36.0,42.0,44.0,36.0,33.0,28.0,33.0,45.0,45.0,37.0,35.0,36.0,34.0,33.0,37.0,43.0,36.0,37.0,34.0,30.0,42.0,44.0,42.0,36.0,34.0,32.0,30.0,29.0,34.0,39.0,35.0,31.0,32.0,28.0,30.0,33.0,38.0,33.0,30.0,31.0,30.0,28.0,30.0,37.0,34.0,35.0,32.0,29.0,27.0,29.0,38.0,35.0,31.0,32.0,28.0,27.0,30.0,39.0,37.0,34.0,33.0,33.0,28.0,38.0,38.0,39.0,38.0,38.0,35.0,31.0,36.0,36.0,41.0,44.0,38.0,26.0,32.0,38.0,38.0,38.0,41.0,33.0,34.0,25.0,30.0,37.0,34.0,43.0,39.0,36.0,31.0,28.0,36.0,33.0,33.0,28.0,27.0,22.0,28.0,37.0,32.0,30.0,35.0,41.0,35.0,39.0,38.0,32.0,26.0,31.0,37.0,21.0,31.0,34.0,29.0,28.0,24.0,25.0,21.0,26.0,35.0,32.0,30.0,28.0,24.0,22.0,29.0,39.0,34.0,37.0,29.0,26.0,24.0,29.0,38.0,34.0,29.0,29.0,28.0,22.0,31.0,39.0,35.0,41.0,37.0,35.0,27.0,33.0,37.0,29.0,24.0,29.0,50.0,34.0,31.0,38.0,30.0,29.0,27.0,26.0,23.0,28.0,38.0,32.0,35.0,30.0,30.0,25.0,30.0,42.0,32.0,34.0,29.0,28.0,24.0,30.0,38.0,28.0,26.0,25.0,33.0,56.0,38.0,42.0,33.0,30.0,29.0,31.0,42.0,34.0,41.0,38.0,40.0,34.0,38.0,32.0,37.0,44.0,40.0,40.0,38.0,37.0,25.0,28.0,35.0,25.0,36.0,34.0,28.0,22.0,28.0,39.0,39.0,30.0,31.0,30.0,25.0,29.0,37.0,34.0,24.0,22.0,23.0,21.0,26.0,37.0,38.0,24.0,28.0,23.0,23.0,33.0,32.0,25.0,22.0,21.0,21.0,19.0,24.0,29.0,21.0,21.0,21.0,20.0,19.0,24.0,30.0,23.0,22.0,21.0,20.0,18.0,23.0,27.0,21.0,20.0,20.0,20.0,20.0,25.0,28.0,22.0,20.0,19.0,19.0,18.0,23.0,26.0,20.0,20.0,19.0,19.0,18.0,23.0,26.0,20.0,19.0,18.0,18.0,19.0,23.0,32.0,20.0,19.0,18.0,19.0,17.0,23.0,29.0,20.0,20.0,19.0,18.0,17.0,23.0,27.0,19.0,19.0
05,Arkansas,49.0,23.0,14.0,28.0,40.0,17.0,14.0,12.0,15.0,16.0,41.0,43.0,16.0,13.0,14.0,13.0,14.0,26.0,41.0,25.0,16.0,25.0,17.0,12.0,26.0,41.0,14.0,16.0,15.0,12.0,11.0,23.0,37.0,13.0,16.0,19.0,13.0,11.0,27.0,48.0,18.0,15.0,17.0,12.0,11.0,25.0,38.0,32.0,16.0,12.0,13.0,12.0,24.0,42.0,16.0,12.0,12.0,12.0,11.0,19.0,35.0,12.0,11.0,12.0,11.0,11.0,20.0,34.0,17.0,12.0,12.0,12.0,12.0,34.0,46.0,26.0,26.0,28.0,30.0,26.0,46.0,65.0,38.0,38.0,34.0,30.0,31.0,52.0,55.0,41.0,38.0,33.0,34.0,34.0,55.0,60.0,38.0,37.0,34.0,33.0,31.0,49.0,68.0,35.0,36.0,29.0,28.0,30.0,38.0,63.0,31.0,27.0,40.0,29.0,27.0,37.0,47.0,31.0,30.0,26.0,21.0,17.0,29.0,49.0,27.0,23.0,20.0,22.0,18.0,25.0,39.0,27.0,33.0,22.0,20.0,21.0,36.0,47.0,20.0,18.0,18.0,18.0,17.0,25.0,41.0,42.0,22.0,20.0,18.0,15.0,22.0,34.0,16.0,17.0,17.0,16.0,15.0,22.0,35.0,26.0,17.0,16.0,15.0,15.0,22.0,35.0,29.0,19.0,19.0,19.0,19.0,27.0,33.0,27.0,22.0,22.0,21.0,20.0,32.0,40.0,41.0,28.0,21.0,18.0,25.0,34.0,41.0,30.0,22.0,22.0,23.0,22.0,27.0,39.0,22.0,21.0,20.0,18.0,27.0,32.0,37.0,24.0,20.0,19.0,18.0,22.0,26.0,32.0,24.0,19.0,22.0,18.0,23.0,24.0,31.0,20.0,17.0,17.0,18.0,22.0,24.0,30.0,19.0,19.0,18.0,17.0,21.0,24.0,29.0,20.0,19.0,17.0,16.0,20.0,24.0,30.0,22.0,17.0,18.0,29.0,17.0,33.0,39.0,34.0,23.0,22.0,18.0,16.0,26.0,29.0,32.0,25.0,21.0,17.0,17.0,28.0,37.0,21.0,22.0,17.0,24.0,16.0,24.0,33.0,17.0,33.0,26.0,19.0,16.0,24.0,32.0,20.0,18.0,16.0,16.0,15.0,24.0,31.0,18.0,17.0,19.0,20.0,23.0,39.0,29.0,17.0,17.0,26.0,21.0,15.0,31.0,29.0,20.0,17.0,18.0,18.0,17.0,25.0,35.0,17.0,17.0,25.0,18.0,16.0,24.0,35.0,22.0,32.0,19.0,19.0,18.0,26.0,33.0,22.0,20.0,20.0,20.0,18.0,29.0,39.0,26.0,36.0,33.0,31.0,25.0,37.0,38.0,24.0,21.0,28.0,48.0,27.0,28.0,40.0,23.0,20.0,19.0,20.0,18.0,26.0,36.0,21.0,23.0,17.0,18.0,16.0,24.0,32.0,31.0,33.0,23.0,25.0,19.0,29.0,38.0,19.0,18.0,17.0,29.0,56.0,34.0,41.0,25.0,25.0,27.0,28.0,44.0,35.0,39.0,23.0,24.0,23.0,26.0,17.0,30.0,44.0,26.0,22.0,21.0,20.0,18.0,27.0,37.0,22.0,24.0,24.0,19.0,16.0,29.0,41.0,24.0,18.0,23.0,20.0,16.0,33.0,42.0,22.0,17.0,16.0,17.0,16.0,27.0,43.0,35.0,20.0,37.0,48.0,24.0,40.0,56.0,73.0,62.0,73.0,63.0,37.0,32.0,41.0,17.0,14.0,14.0,14.0,14.0,23.0,37.0,16.0,15.0,13.0,14.0,13.0,21.0,24.0,15.0,14.0,14.0,14.0,14.0,22.0,28.0,15.0,14.0,15.0,13.0,12.0,20.0,23.0,15.0,15.0,15.0,17.0,14.0,22.0,24.0,14.0,15.0,14.0,13.0,14.0,21.0,25.0,14.0,14.0,14.0,13.0,13.0,21.0,24.0,15.0,15.0,15.0,12.0,13.0,21.0,24.0,14.0,14.0
06,California,50.0,22.0,18.0,31.0,43.0,20.0,19.0,18.0,18.0,15.0,31.0,42.0,20.0,17.0,17.0,19.0,15.0,27.0,41.0,29.0,19.0,17.0,14.0,14.0,28.0,40.0,18.0,17.0,16.0,15.0,14.0,25.0,44.0,20.0,17.0,16.0,14.0,14.0,31.0,46.0,20.0,16.0,15.0,14.0,14.0,25.0,35.0,46.0,16.0,15.0,15.0,14.0,27.0,36.0,17.0,14.0,14.0,14.0,13.0,23.0,37.0,16.0,14.0,14.0,14.0,14.0,26.0,38.0,18.0,20.0,16.0,19.0,16.0,40.0,53.0,32.0,41.0,43.0,44.0,47.0,63.0,72.0,57.0,56.0,56.0,55.0,53.0,67.0,75.0,57.0,56.0,55.0,56.0,51.0,67.0,78.0,63.0,60.0,59.0,60.0,57.0,65.0,78.0,58.0,56.0,54.0,54.0,52.0,63.0,71.0,55.0,53.0,52.0,52.0,49.0,58.0,67.0,52.0,50.0,50.0,48.0,43.0,54.0,64.0,48.0,46.0,46.0,44.0,39.0,48.0,56.0,47.0,46.0,44.0,43.0,37.0,48.0,61.0,46.0,42.0,40.0,38.0,32.0,43.0,52.0,54.0,38.0,36.0,35.0,31.0,43.0,54.0,40.0,38.0,35.0,33.0,29.0,39.0,49.0,36.0,33.0,33.0,31.0,27.0,35.0,45.0,47.0,37.0,37.0,37.0,37.0,43.0,41.0,42.0,35.0,34.0,35.0,35.0,36.0,42.0,50.0,36.0,36.0,30.0,36.0,49.0,47.0,37.0,37.0,35.0,34.0,32.0,37.0,42.0,37.0,39.0,35.0,35.0,53.0,58.0,46.0,42.0,39.0,37.0,35.0,32.0,37.0,39.0,40.0,34.0,36.0,33.0,33.0,34.0,42.0,38.0,35.0,34.0,34.0,31.0,35.0,40.0,37.0,36.0,34.0,33.0,32.0,32.0,42.0,38.0,35.0,36.0,34.0,33.0,36.0,45.0,40.0,37.0,36.0,39.0,36.0,38.0,42.0,37.0,45.0,45.0,39.0,38.0,42.0,41.0,46.0,49.0,46.0,34.0,42.0,46.0,45.0,45.0,48.0,39.0,37.0,32.0,34.0,39.0,40.0,46.0,41.0,43.0,37.0,30.0,37.0,37.0,38.0,37.0,35.0,30.0,34.0,40.0,40.0,39.0,44.0,50.0,39.0,42.0,44.0,43.0,40.0,35.0,49.0,31.0,33.0,39.0,38.0,35.0,28.0,32.0,25.0,32.0,37.0,46.0,33.0,32.0,35.0,30.0,36.0,43.0,40.0,37.0,38.0,32.0,32.0,37.0,44.0,39.0,36.0,35.0,37.0,28.0,38.0,43.0,41.0,41.0,40.0,38.0,31.0,37.0,43.0,35.0,31.0,36.0,57.0,45.0,38.0,43.0,39.0,36.0,36.0,36.0,31.0,36.0,45.0,40.0,41.0,38.0,36.0,31.0,38.0,44.0,40.0,41.0,38.0,39.0,34.0,39.0,45.0,39.0,36.0,33.0,43.0,61.0,47.0,50.0,46.0,38.0,36.0,42.0,53.0,44.0,49.0,58.0,55.0,44.0,64.0,57.0,63.0,66.0,62.0,62.0,62.0,62.0,33.0,32.0,36.0,27.0,39.0,38.0,33.0,25.0,35.0,41.0,43.0,27.0,38.0,43.0,38.0,36.0,45.0,41.0,31.0,25.0,25.0,23.0,27.0,36.0,35.0,25.0,31.0,30.0,23.0,30.0,29.0,34.0,23.0,23.0,22.0,21.0,25.0,27.0,23.0,23.0,25.0,24.0,20.0,24.0,28.0,26.0,25.0,25.0,24.0,20.0,24.0,26.0,25.0,25.0,27.0,23.0,21.0,24.0,28.0,26.0,24.0,23.0,22.0,19.0,23.0,25.0,33.0,34.0,21.0,20.0,19.0,23.0,25.0,21.0,20.0,19.0,19.0,20.0,23.0,29.0,21.0,20.0,19.0,61.0,59.0,62.0,66.0,64.0,64.0,63.0,61.0,61.0,63.0,65.0,63.0,63.0
