"","topic","term","beta"
"2548",3,"bongino",9.26031835445086e-151
"2549",3,"brandau",3.42917748756501e-150
"2550",3,"brings",0.000106309904823598
"2551",3,"casting",2.02934163709146e-145
"2552",3,"cell",1.73882102648102e-144
"2553",3,"childbirth",3.13955061395515e-151
"2554",3,"circle",2.319695663509e-142
"2555",3,"cleaned",5.31549524117988e-05
"2556",3,"collusion",5.56229539613898e-08
"2557",3,"communists",2.07604988319909e-33
"2558",3,"con",5.31549524117988e-05
"2559",3,"conceived",2.33213506485782e-146
"2560",3,"consequence",6.60507094551096e-151
"2561",3,"corkscrew",2.57638028510803e-150
"2562",3,"creme",3.94073006274203e-150
"2563",3,"cruz",1.34233258946776e-144
"2564",3,"crying",2.1914873192514e-05
"2565",3,"cuffe",1.09525605467141e-149
"2566",3,"derek",1.16951345892934e-149
"2567",3,"disasters",0.000105184479162647
"2568",3,"doors",5.31549524117988e-05
"2569",3,"dresses",1.61885688634876e-150
"2570",3,"duper",4.75912525322836e-143
"2571",3,"escalator",1.28735286546179e-12
"2572",3,"everybody's",3.62344481829392e-141
"2573",3,"everything's",3.62453616861102e-143
"2574",3,"expensive",0.000174714067846708
"2575",3,"flags",4.1388730849081e-146
"2576",3,"fly",2.40076251594451e-142
"2577",3,"games",0.000135703539967941
"2578",3,"gorgeous",3.8142692160482e-144
"2579",3,"grave",2.14631213452195e-143
"2580",3,"guarantee",6.13968787580729e-05
"2581",3,"habit",1.06938625432248e-146
"2582",3,"habits",1.25514118995747e-150
"2583",3,"hangar",3.27909967853632e-143
"2584",3,"hannity",4.03438969934778e-144
"2585",3,"heavens",3.1221765085102e-152
"2586",3,"helicopters",2.91737215380306e-08
"2587",3,"helmet",1.85061191801993e-149
"2588",3,"historically",5.06293861861599e-141
"2589",3,"incentive",5.31549523242329e-05
"2590",3,"jeb",3.33117325864537e-145
"2591",3,"jihadist",8.47125055979119e-142
"2592",3,"joe's",1.37825252251292e-142
"2593",3,"la",5.31549524117988e-05
"2594",3,"lessons",0.000159464857235396
"2595",3,"license",5.31549524117988e-05
"2596",3,"lobbyist",3.26288346721057e-142
"2597",3,"loyal",1.00210154252096e-141
"2598",3,"maniac",1.11500220009622e-150
"2599",3,"mcdonald's",6.18447567459955e-144
"2600",3,"meant",0.000159464857235396
"2601",3,"money's",5.92654490345111e-151
"2602",3,"nasa",6.5362134196256e-144
"2603",3,"o'rourke",2.39272156123468e-142
"2604",3,"obligation",5.31549524117988e-05
"2605",3,"ore",2.94389426246714e-150
"2606",3,"outfit",1.38373179171371e-150
"2607",3,"oval",0.00013627873321458
"2608",3,"owns",2.5097066251841e-141
"2609",3,"page",0.000202701827518976
"2610",3,"piece",0.000318929714470793
"2611",3,"prep",9.21826242955721e-151
"2612",3,"pronounce",5.6968794444232e-147
"2613",3,"protected",8.20502983486533e-141
"2614",3,"purchaser",9.26808240374191e-151
"2615",3,"saturday",0.000212619809647195
"2616",3,"secret",7.22362924893204e-11
"2617",3,"sleazebags",4.7648321994115e-150
"2618",3,"somalia",3.79447319292719e-144
"2619",3,"st",5.35228810071971e-05
"2620",3,"stairway",1.23274052971197e-150
"2621",3,"standard",1.23887436489168e-07
"2622",3,"stayed",9.45729345953048e-143
"2623",3,"streisand",1.50885049072178e-150
"2624",3,"stupidity",1.36408448957297e-149
"2625",3,"substantially",0.000159776763905088
"2626",3,"televisions",3.60962843952962e-147
"2627",3,"territory",0.000212619809647195
"2628",3,"tivo",1.9107436489471e-147
"2629",3,"too'd",2.2807558304079e-150
"2630",3,"unhappy",5.31144983661205e-14
"2631",3,"vreeland",2.30814456092475e-150
"2632",3,"waving",2.04851188135103e-142
"2633",3,"wearing",4.33925130646592e-139
"2634",3,"windy",7.02514366598321e-147
"2635",3,"129",5.31549524117988e-05
"2636",3,"21",9.74803691730263e-144
"2637",3,"admit",5.31549524117988e-05
"2638",3,"assume",5.31549524117988e-05
"2639",3,"audience",6.99088014466158e-05
"2640",3,"bernie's",3.47171866558762e-142
"2641",3,"chokers",2.46275112682101e-148
"2642",3,"combating",2.043951211942e-144
"2643",3,"deported",6.12207057792455e-140
"2644",3,"entering",0.000106309904823598
"2645",3,"faith",0.000250274492645125
"2646",3,"fbi",6.08722079868471e-07
"2647",3,"fest",3.03852105963117e-147
"2648",3,"golan",4.33487663010705e-140
"2649",3,"grade",5.31549524117988e-05
"2650",3,"harassment",2.82594014628026e-146
"2651",3,"heights",6.42449374248051e-140
"2652",3,"helicopter",2.0084818770299e-142
"2653",3,"husbands",1.17258821440994e-145
"2654",3,"image",5.14900750972883e-143
"2655",3,"infection",0.000212619809647195
"2656",3,"joining",1.6306887638552e-143
"2657",3,"joking",2.85772892130774e-147
"2658",3,"judiciary",8.65481585788156e-143
"2659",3,"kidney",1.36912678247845e-143
"2660",3,"magic",2.19450537511418e-143
"2661",3,"mars",1.63878616380719e-40
"2662",3,"meaningless",1.09021259978679e-141
"2663",3,"moon",6.62866150475511e-41
"2664",3,"nest",5.54718548160132e-143
"2665",3,"note",0.000106309904823598
"2666",3,"nuts",3.86638505834038e-148
"2667",3,"painful",1.73220417488134e-142
"2668",3,"politicizing",1.16404785619487e-147
"2669",3,"pollster",8.96776504233127e-144
"2670",3,"previously",9.68564583879544e-05
"2671",3,"quarantine",0.000212619809647195
"2672",3,"region",0.000106309904823598
"2673",3,"request",0.000159464857235396
"2674",3,"respirator",1.43696328672493e-147
"2675",3,"resuscitation",5.37905713516987e-147
"2676",3,"reverend",8.47080141580919e-147
"2677",3,"row",7.02798103972654e-141
"2678",3,"sacred",8.77974500946547e-41
"2679",3,"saving",0.000454787505898214
"2680",3,"sharpton",1.28599209493359e-147
"2681",3,"sixth",3.86314067882562e-144
"2682",3,"smiled",2.03461405848642e-147
"2683",3,"sue",5.72586953339206e-145
"2684",3,"superstar",1.79932613047553e-147
"2685",3,"supports",6.67535098943698e-141
"2686",3,"survival",1.92216607807491e-143
"2687",3,"til",5.49220767349265e-145
"2688",3,"trumpers",1.8069843490986e-147
"2689",3,"unanimously",3.12036735884312e-147
"2690",3,"warren's",6.4304179123132e-144
"2691",3,"wished",5.10914811357049e-07
"2692",3,"1.2",1.12486432541939e-145
"2693",3,"70,000",6.94558475000916e-05
"2694",3,"afghanistan",9.90775053569146e-140
"2695",3,"alice",3.5363515156471e-143
"2696",3,"banker",7.87344827515725e-147
"2697",3,"billing",5.31549524117987e-05
"2698",3,"constant",1.02607716841207e-142
"2699",3,"constantly",1.66772677759514e-05
"2700",3,"crazies",1.7932475828741e-144
"2701",3,"dejoy",5.05793593724791e-05
"2702",3,"eric",0.000106309904823598
"2703",3,"fell",4.85956422021642e-140
"2704",3,"interviewing",1.47077566834203e-143
"2705",3,"language",5.31549524117988e-05
"2706",3,"launched",5.32112676704877e-05
"2707",3,"louis",5.35228315592542e-05
"2708",3,"marine",9.78246187613548e-143
"2709",3,"mexico's",2.36589118298029e-141
"2710",3,"nah",2.70849196387684e-141
"2711",3,"negotiating",0.000106309904823598
"2712",3,"nights",5.31549524117988e-05
"2713",3,"opponents",5.97393158746534e-19
"2714",3,"pete",6.40811522303213e-145
"2715",3,"reelect",3.46270446575472e-146
"2716",3,"rigged",4.32511583868612e-142
"2717",3,"safeguard",8.7056997119132e-05
"2718",3,"scene",5.31549524117988e-05
"2719",3,"sovereignty",5.75079194980723e-40
"2720",3,"spin",3.97766096694321e-144
"2721",3,"station",1.53877529943057e-13
"2722",3,"strongest",5.31549524117988e-05
"2723",3,"thriving",1.77072674889636e-139
"2724",3,"tuesday",5.31549524117988e-05
"2725",3,"unlimited",1.1392551834477e-141
"2726",3,"00",2.65534688456156e-140
"2727",3,"1.9",3.65193474575069e-144
"2728",3,"197",2.19749416449831e-143
"2729",3,"217",9.41715318095427e-148
"2730",3,"61",4.33843068748069e-140
"2731",3,"7",0.000212619809280515
"2732",3,"92",1.91424431016121e-141
"2733",3,"academies",2.24244682709214e-150
"2734",3,"ass",1.86740538684467e-140
"2735",3,"avenue",7.13845661083881e-144
"2736",3,"bandanas",2.54976432719635e-150
"2737",3,"battle",0.000106309904823598
"2738",3,"battles",3.05938603937412e-38
"2739",3,"beaten",8.03934887225881e-13
"2740",3,"bernhardt",2.05006808837013e-147
"2741",3,"borrow",2.57051295502181e-144
"2742",3,"brett",1.0531713617823e-141
"2743",3,"budgets",5.07642570798355e-151
"2744",3,"bull",1.82847858869615e-150
"2745",3,"cadets",2.42425880127903e-145
"2746",3,"carly",1.50063464765575e-149
"2747",3,"commencement",2.72580348151523e-147
"2748",3,"compete",5.49848879307927e-141
"2749",3,"declared",6.65633721486859e-05
"2750",3,"defied",5.31549524117988e-05
"2751",3,"democracy",7.00586450563988e-141
"2752",3,"depends",0.000159464857235396
"2753",3,"donnie",2.55200852021163e-145
"2754",3,"dumb",1.45623482575193e-143
"2755",3,"dump",5.52317284749543e-147
"2756",3,"eagle",2.39880707463745e-144
"2757",3,"el",1.78828089979851e-143
"2758",3,"espn",3.13719354245293e-150
"2759",3,"falls",5.31549524117988e-05
"2760",3,"forever",5.3206750364517e-05
"2761",3,"founded",4.38753343313929e-12
"2762",3,"gardner",5.88167300764482e-150
"2763",3,"glong",2.61188080082993e-150
"2764",3,"greg",5.31549524117988e-05
"2765",3,"gretta",4.46349306773176e-150
"2766",3,"held",0.000106456743518152
"2767",3,"imposing",4.43968891201121e-142
"2768",3,"interior",5.12793878251536e-147
"2769",3,"iwo",1.1270644368329e-36
"2770",3,"jesse",1.62551663535224e-147
"2771",3,"jima",3.31066393930405e-35
"2772",3,"kasich",3.15513142186323e-150
"2773",3,"lifted",0.000106420194990124
"2774",3,"marco",2.19548643797962e-150
"2775",3,"mispronounce",3.31391393258504e-151
"2776",3,"noise",9.0096259937835e-151
"2777",3,"pages",2.40511729015836e-36
"2778",3,"palm",2.55962665743021e-145
"2779",3,"percentage",0.000106309904823598
"2780",3,"plastic",6.8774343064686e-141
"2781",3,"plays",5.18190179723521e-05
"2782",3,"purchase",0.000212619809643555
"2783",3,"purchased",5.31549524117988e-05
"2784",3,"ranchers",2.25972625731405e-146
"2785",3,"rated",0.000106309904823598
"2786",3,"readies",2.04453418621169e-150
"2787",3,"rigid",3.14729024204965e-151
"2788",3,"rivers",1.62432947693929e-141
"2789",3,"robbery",1.73775766020062e-142
"2790",3,"satisfied",0.000106309904823598
"2791",3,"scopes",4.43635716122918e-150
"2792",3,"shake",6.34260189769328e-16
"2793",3,"shep",7.55136958178564e-151
"2794",3,"smith",9.86251290796274e-150
"2795",3,"stake",1.25907825861512e-144
"2796",3,"storm",5.60271027419203e-38
"2797",3,"tractor",1.59478685781673e-145
"2798",3,"tricky",3.36605117025032e-150
"2799",3,"undo",2.63558430593835e-150
"2800",3,"vermont",1.85619190525557e-145
"2801",3,"vial",2.62220786098476e-150
"2802",3,"wasting",2.3089017338629e-145
"2803",3,"waters",8.23637935125168e-144
"2804",3,"wears",3.37840827711153e-141
"2805",3,"windmills",1.90715509295991e-143
"2806",3,"winner",2.37726477218968e-14
"2807",3,"300,000",0.000318686627634117
"2808",3,"active",0.000159464857235396
"2809",3,"advanced",0.000159464857235396
"2810",3,"airbridge",0.000106309904823598
"2811",3,"appears",0.000106309904823598
"2812",3,"applications",0.000106309904823598
"2813",3,"bankruptcy",0.000106309904823598
"2814",3,"begun",0.000106309904823598
"2815",3,"boris",0.000106309904823598
"2816",3,"bright",0.000106309904823598
"2817",3,"bucket",0.000106309904823598
"2818",3,"carefully",0.000159464857142841
"2819",3,"characterize",0.000106309904823598
"2820",3,"chart",0.000106309904823598
"2821",3,"cleaning",0.000159464857235396
"2822",3,"clinical",0.000159464857235396
"2823",3,"combination",0.000212619809647195
"2824",3,"combined",0.000159464857235396
"2825",3,"complex",0.000159464857235396
"2826",3,"concentrated",0.000106309904823598
"2827",3,"conclusive",0.000106309904823598
"2828",3,"confidence",0.000359035589922459
"2829",3,"contrary",0.000159464857130266
"2830",3,"convene",0.000106309904823598
"2831",3,"couldn’t",0.00047837745100889
"2832",3,"council",0.000318929714470793
"2833",3,"countermeasures",0.000106309904823598
"2834",3,"counties",0.000318929714470793
"2835",3,"countless",0.000180153664812099
"2836",3,"counts",0.000159464857235396
"2837",3,"covered",0.000118395978048032
"2838",3,"criteria",0.000106309904823598
"2839",3,"cure",0.000106309904823598
"2840",3,"decay",0.000106309904823598
"2841",3,"defy",0.000106309904823598
"2842",3,"degrees",0.000106309904823598
"2843",3,"delivery",0.000265774762058994
"2844",3,"depot",0.000106309904823598
"2845",3,"dies",0.000106309904823598
"2846",3,"donate",0.000159464857235396
"2847",3,"droplets",0.000106309904823598
"2848",3,"drum",0.000106309904823598
"2849",3,"dry",0.000106309904823598
"2850",3,"dying",0.000180897168887684
"2851",3,"ebb",0.000106309904823598
"2852",3,"economies",0.000212619809647195
"2853",3,"elements",0.000150521873796398
"2854",3,"employment",0.000259973996746981
"2855",3,"factors",0.000159464857235396
"2856",3,"fever",0.000106309904823598
"2857",3,"fluids",0.000106309904823598
"2858",3,"focus",0.000212619809647195
"2859",3,"forty",0.000160568493064049
"2860",3,"hahn",0.000106309904823598
"2861",3,"holcomb",0.000106309904823598
"2862",3,"hunt",0.000106309904823598
"2863",3,"illness",0.000265774762058994
"2864",3,"increases",0.000212619809647195
"2865",3,"incredibly",0.000372084666882592
"2866",3,"informs",0.000106309904823598
"2867",3,"injection",0.000106309904823598
"2868",3,"insights",0.000212619809647195
"2869",3,"larger",0.000106309904823598
"2870",3,"led",0.000106309904823598
"2871",3,"levels",0.000106309904823598
"2872",3,"lungs",0.000106309904823598
"2873",3,"manufacture",0.000265753290462191
"2874",3,"mcconnell’s",0.000106309904823598
"2875",3,"meaningful",0.000106309904823598
"2876",3,"monday",0.000159464857235396
"2877",3,"mondays",0.000106309904823598
"2878",3,"murphy",0.000160484067359147
"2879",3,"nbacc",0.000106309904823598
"2880",3,"necessarily",0.000265774760062793
"2881",3,"normal",0.000245002463794446
"2882",3,"oxford",0.000106309904823598
"2883",3,"parlors",0.000106309904823598
"2884",3,"particle",0.000106309904823598
"2885",3,"policemen",0.000106309904823598
"2886",3,"promising",0.000265774762058994
"2887",3,"relative",0.000136283560738833
"2888",3,"scenario",0.000106309904823598
"2889",3,"search",0.000106309904823598
"2890",3,"share",0.000245025059416619
"2891",3,"significant",0.000265774762058994
"2892",3,"sounded",0.000106309904823598
"2893",3,"strategy",0.000314265061516983
"2894",3,"supposing",0.000106309904823598
"2895",3,"survives",0.000106309904823598
"2896",3,"t’s",0.000106309904823598
"2897",3,"targets",0.000106309904823598
"2898",3,"teams",0.000212619809647195
"2899",3,"terrific",0.00024885768402513
"2900",3,"thanked",0.000106309904823598
"2901",3,"therapeutics",0.000149969221049461
"2902",3,"timescale",0.000106309904823598
"2903",3,"tool",0.000212619809647195
"2904",3,"trends",0.000106309904823598
"2905",3,"types",0.000159464857235396
"2906",3,"universities",0.000212619809647195
"2907",3,"unveiled",0.000106309904823598
"2908",3,"urge",0.000265774762058994
"2909",3,"viruses",0.000212619779878446
"2910",3,"warmer",0.000106309904823598
"2911",3,"weakness",0.000106309904823598
"2912",3,"winter",0.000159464857235396
"2913",3,"witch",0.000106309904823598
"2914",3,"96",0.000106309904823598
"2915",3,"agencies",0.000212619809647195
"2916",3,"aggressive",0.000265774762058994
"2917",3,"application",0.000106309904823598
"2918",3,"approximately",0.000212619809647195
"2919",3,"article",0.000159464857235396
"2920",3,"authorize",0.000106309904823598
"2921",3,"azar",0.000106309904823598
"2922",3,"basic",0.000159458963933014
"2923",3,"board",0.000265774762058994
"2924",3,"bolsonaro",0.000106309904823598
"2925",3,"centers",0.000159464857235396
"2926",3,"ceos",0.000159464857235396
"2927",3,"chronic",0.000106309904823598
"2928",3,"clinicians",0.000106309904823598
"2929",3,"cms",0.000106309904823598
"2930",3,"colleagues",0.000318929714470793
"2931",3,"combat",0.000265774762058994
"2932",3,"complimentary",0.000106309904823598
"2933",3,"constraints",0.000106309904823598
"2934",3,"containment",0.000212619809647195
"2935",3,"convenient",0.000106309904823598
"2936",3,"cornell",0.000106309904823598
"2937",3,"coronavirus.gov",0.000106309904823598
"2938",3,"decisive",0.000184443515945551
"2939",3,"defeating",0.000160568008917999
"2940",3,"determination",0.000212619809647195
"2941",3,"devices",0.000159464857235396
"2942",3,"diagnostics",0.000106309904823598
"2943",3,"element",0.000159464857235396
"2944",3,"engaged",0.000159464857235396
"2945",3,"exemption",0.000106309904823598
"2946",3,"extraction",0.000159464857235396
"2947",3,"failure",0.000212619809647195
"2948",3,"fortunately",0.000159464857235396
"2949",3,"grateful",0.000160012800884816
"2950",3,"growing",0.000160567799070983
"2951",3,"helpful",0.000159464857235396
"2952",3,"hotspots",0.000318929714470793
"2953",3,"infections",0.000265774762058994
"2954",3,"innovative",0.000159464857235396
"2955",3,"inspiration",0.000106309904823598
"2956",3,"interestingly",0.000159464857235396
"2957",3,"isolating",0.000106309904823598
"2958",3,"issuing",0.000106309904823598
"2959",3,"learning",0.000318929714470793
"2960",3,"medicaid",0.000106309904823598
"2961",3,"midnight",0.000159464857235396
"2962",3,"oan",0.000159464857235396
"2963",3,"obtain",0.000106309904823598
"2964",3,"offering",0.000159464857235396
"2965",3,"parking",0.000265774762058994
"2966",3,"participate",0.000106309904823598
"2967",3,"pause",0.000106309904823598
"2968",3,"performed",0.000265774762058994
"2969",3,"physicians",0.000159464857235396
"2970",3,"pierre",0.000106309904823598
"2971",3,"positivity",0.000106309904823598
"2972",3,"postpone",0.000106309904823598
"2973",3,"precautions",0.000212619809647195
"2974",3,"questionnaire",0.000159464857235396
"2975",3,"remains",0.000159464857235396
"2976",3,"residents",0.000159464857176615
"2977",3,"resource",0.000106309904823598
"2978",3,"respond",0.000265774762058994
"2979",3,"restrict",0.000159464857235396
"2980",3,"resulted",0.000106309904823598
"2981",3,"retail",0.000212619809647195
"2982",3,"robust",0.000159464857235396
"2983",3,"runs",0.000106309904823598
"2984",3,"rural",0.000153315695307117
"2985",3,"sacrifices",0.000159464857235396
"2986",3,"sample",0.000106309904823598
"2987",3,"sanitizer",0.000106309904823598
"2988",3,"sause",0.000106309904823598
"2989",3,"schechter",0.000106309904823598
"2990",3,"screened",0.000106309904823598
"2991",3,"shared",0.000265774762058994
"2992",3,"sic",0.000265774762058994
"2993",3,"signify",0.000106309904823598
"2994",3,"soap",0.000106309904823598
"2995",3,"solution",0.000214090423512143
"2996",3,"specifications",0.000106309904823598
"2997",3,"sporting",0.000106309904823598
"2998",3,"spr",0.000106309904823598
"2999",3,"spreading",0.000159464857235396
"3000",3,"suspend",0.000318929714470793
"3001",3,"suspending",0.000159464857235396
"3002",3,"symptomatic",0.000106309904823598
"3003",3,"target",0.000159464857235396
"3004",3,"tasked",0.000106309904823598
"3005",3,"telehealth",0.000106309904823598
"3006",3,"toilet",0.000106309904823598
"3007",3,"treating",0.000212619809647195
"3008",3,"unleash",0.000159464857175958
"3009",3,"unnecessary",0.000159464857235396
"3010",3,"verma",0.000106309904823598
"3011",3,"visits",0.000159464857235396
"3012",3,"walgreens",0.000106309904823598
"3013",3,"affected",0.000212619809647195
"3014",3,"apply",0.000212619809647195
"3015",3,"challenge",0.000221849949914043
"3016",3,"fellow",0.000160011209621265
"3017",3,"instructing",0.000159464857235396
"3018",3,"population",0.000159464857235396
"3019",3,"prevent",0.000265774762058994
"3020",3,"temporary",0.000159464857235396
"3021",3,"wellbeing",0.000159464824589068
"3022",3,"1,300",0.000106309904823598
"3023",3,"1.6",0.000106309904823598
"3024",3,"120,000",0.000106309904823598
"3025",3,"2.3",0.000106309904823598
"3026",3,"20,000",0.000212619809647195
"3027",3,"22,000",0.000106309904823598
"3028",3,"4,600",0.000106309904823598
"3029",3,"absentee",0.000106309904823598
"3030",3,"acknowledged",0.000159360399011314
"3031",3,"acquired",0.000106309904823598
"3032",3,"activate",0.000212619809647195
"3033",3,"advisors",0.000106309904823598
"3034",3,"aligned",0.000106309904823598
"3035",3,"april",0.00031717822632341
"3036",3,"argument",0.000106309904823598
"3037",3,"aspects",0.000106309904823598
"3038",3,"assured",0.000106309904823598
"3039",3,"automatically",0.000159464857235396
"3040",3,"axis",0.000106309904823598
"3041",3,"baltimore",0.000159464857235396
"3042",3,"bands",0.000106309904823598
"3043",3,"basically",0.000235742762251208
"3044",3,"benefit",0.000159464857235396
"3045",3,"briefing",0.000212619809646498
"3046",3,"budgetary",0.000106309904823598
"3047",3,"bureau",0.000106309904823598
"3048",3,"captain",0.000106309904823598
"3049",3,"concerns",0.000159464857235396
"3050",3,"conduct",0.000106309904823598
"3051",3,"connecticut",0.000212619809647195
"3052",3,"constitutionally",0.000106309904823598
"3053",3,"context",0.000106309904823598
"3054",3,"cooperate",0.000106309904823598
"3055",3,"cooperation",0.000212619809646884
"3056",3,"councils",0.000106309904823598
"3057",3,"counsel",0.000106309904823598
"3058",3,"counseled",0.000106309904823598
"3059",3,"cupboards",0.000159464857235396
"3060",3,"d.c",0.000348315220563471
"3061",3,"daily",0.000212619809647195
"3062",3,"dakota",0.000106309904823598
"3063",3,"dates",0.000106309904823598
"3064",3,"deb",0.000106309904823598
"3065",3,"declarations",0.000106309904823598
"3066",3,"decrease",0.000159464857235396
"3067",3,"dedication",0.000159464857235396
"3068",3,"define",0.000106309904823598
"3069",3,"degree",0.000106309904823598
"3070",3,"delay",0.000179077212842553
"3071",3,"delivering",0.000113787505689843
"3072",3,"describe",0.000106309904823598
"3073",3,"disgraceful",0.000106309904823598
"3074",3,"distribute",0.000265774762057468
"3075",3,"documented",0.000159464857235396
"3076",3,"dod",0.000159464857235396
"3077",3,"domestically",0.000106309904823598
"3078",3,"doses",0.000106309904823598
"3079",3,"emergencies",0.000106309904823598
"3080",3,"entertainment",0.000106309904823598
"3081",3,"err",0.000106309904823598
"3082",3,"evidence",0.000249446449140239
"3083",3,"evolving",0.000106309904823598
"3084",3,"executing",0.000106309904823598
"3085",3,"expanding",0.000247884903836753
"3086",3,"expectation",0.000106309904823598
"3087",3,"expression",0.000106309904823598
"3088",3,"extended",0.000159464857235396
"3089",3,"extension",0.000159464857235396
"3090",3,"facility",0.000106309904823598
"3091",3,"facing",0.00021397707379588
"3092",3,"federalism",0.000106309904823598
"3093",3,"filed",0.000106309904823598
"3094",3,"firing",0.000106309904823598
"3095",3,"flattening",0.000106309904823598
"3096",3,"flow",0.000265774762058994
"3097",3,"flowing",0.000159464857235396
"3098",3,"gee",0.000106309904823598
"3099",3,"gowns",0.000160567167697049
"3100",3,"gratitude",0.000107044582441509
"3101",3,"halfway",0.000106309904823598
"3102",3,"hardest",0.000212619809647195
"3103",3,"hawley",0.000106309904823598
"3104",3,"he’ll",0.000318929714295612
"3105",3,"heal",0.000160566935910492
"3106",3,"heartbreaking",0.000159464857235396
"3107",3,"hindsight",0.000106309904823598
"3108",3,"hotspot",0.000159464857235396
"3109",3,"implementing",0.000106309904823598
"3110",3,"impressed",0.000133669196532827
"3111",3,"initial",0.000212619809647195
"3112",3,"institution",0.000106309904823598
"3113",3,"instructions",0.000106309904823598
"3114",3,"invited",0.000106309904823598
"3115",3,"kennedy",0.000106309904823598
"3116",3,"king",0.000106528919951597
"3117",3,"knocking",0.000106309904823598
"3118",3,"letter",0.000106309904823598
"3119",3,"letters",0.000106309904823598
"3120",3,"lieu",0.000106309904823598
"3121",3,"lifting",0.000106488322557461
"3122",3,"log",0.000106309904823598
"3123",3,"mandatory",0.000106309904823598
"3124",3,"manhattan",0.000106309904823598
"3125",3,"maryland",0.000159464857235396
"3126",3,"materials",0.000159464857235396
"3127",3,"medium",0.000106309904823598
"3128",3,"mercy",0.000106309904823598
"3129",3,"metropolitan",0.000159464857235396
"3130",3,"midst",0.000159464851966976
"3131",3,"minor",0.000106309904823598
"3132",3,"miracle",0.000212619809647195
"3133",3,"multiple",0.000372084661889091
"3134",3,"multiples",0.000106309904823598
"3135",3,"nonetheless",0.000106309904823598
"3136",3,"orange",0.000106309904823598
"3137",3,"overseas",0.000106309904823598
"3138",3,"overwhelmed",0.000106309904823598
"3139",3,"package",0.000106309904823598
"3140",3,"papers",0.000106309904823598
"3141",3,"parade",0.000106309904823598
"3142",3,"participating",0.000106309904823598
"3143",3,"personally",0.000106309904823598
"3144",3,"pieced",0.000106309904823598
"3145",3,"pinpointed",0.000106309904823598
"3146",3,"practices",0.000212619809647195
"3147",3,"preventing",0.000212619809647195
"3148",3,"productive",0.000159464857235396
"3149",3,"proposal",0.000159464857235396
"3150",3,"provisions",0.000265774762058994
"3151",3,"purely",0.000159464857235396
"3152",3,"pushback",0.000106309904823598
"3153",3,"realized",0.000159464857235396
"3154",3,"receiving",0.00026222622228619
"3155",3,"reentry",0.000106309904823598
"3156",3,"referring",0.000212619809647195
"3157",3,"reflective",0.000106309904823598
"3158",3,"refuse",0.000140877576864672
"3159",3,"regional",0.000106309904823598
"3160",3,"regular",0.000106309904823598
"3161",3,"remained",0.000106309904823598
"3162",3,"represented",0.000106309904823598
"3163",3,"rescind",0.000106309904823598
"3164",3,"reside",0.000106309904823598
"3165",3,"restriction",0.000106309904823598
"3166",3,"resurgence",0.000212619809647195
"3167",3,"reviewed",0.000106309904823598
"3168",3,"rose",0.000212619809647195
"3169",3,"sentinel",0.000106309904823598
"3170",3,"servicers",0.000106309904823598
"3171",3,"simply",0.000106309904823598
"3172",3,"size",0.000159464857235396
"3173",3,"spirits",0.000106309904823598
"3174",3,"stabilize",0.000106309904823598
"3175",3,"status",0.000159464857235396
"3176",3,"suffering",0.000159464857235396
"3177",3,"therapy",0.000159464857235396
"3178",3,"thirds",0.000106309904823598
"3179",3,"timing",0.000106309904823598
"3180",3,"traveling",0.000353188520133816
"3181",3,"trump’s",0.000106309904823598
"3182",3,"update",0.000212616325362839
"3183",3,"viral",0.000106309904823598
"3184",3,"vis",0.000106309904823598
"3185",3,"voluntarily",0.000159464857235396
"3186",3,"waited",0.000106309904823598
"3187",3,"weigh",0.000106309904823598
"3188",3,"wondering",0.000212619809647195
"3189",3,"writing",0.000189132299161031
"3190",3,"45,000",0.000106309904823598
"3191",3,"6.5",0.000106309904823598
"3192",3,"619,000",0.000106309904823598
"3193",3,"africa",0.000159464857235396
"3194",3,"amounts",0.000212619809647195
"3195",3,"antibodies",0.000212619809647195
"3196",3,"appointments",0.000106309904823598
"3197",3,"approving",0.000106309904823598
"3198",3,"caring",0.000159464857235396
"3199",3,"chambers",0.000106309904823598
"3200",3,"choose",0.00015334180105164
"3201",3,"continued",0.000159464857235396
"3202",3,"declining",0.000106309904823598
"3203",3,"development",0.000318928765716422
"3204",3,"disgusting",0.000106309904823598
"3205",3,"duty",0.000195559449558885
"3206",3,"extremely",0.000106309904823598
"3207",3,"feed",0.000106309904823598
"3208",3,"fifty",0.000159464857235396
"3209",3,"forma",0.000106309904823598
"3210",3,"frontlines",0.000267611775096359
"3211",3,"gear",0.000159464857235396
"3212",3,"globe",0.000160010740139142
"3213",3,"gm",0.000159464857235396
"3214",3,"gravity",0.000106309904823598
"3215",3,"importance",0.000106309904823598
"3216",3,"institutional",0.000106309904823598
"3217",3,"isn’t",0.000214088810699725
"3218",3,"laughter",0.000159464857235396
"3219",3,"lax",0.000106309904823598
"3220",3,"mechanism",0.000106309904823598
"3221",3,"miss",0.000106309904823598
"3222",3,"morrison",0.000106309904823598
"3223",3,"multiplying",0.000106309904823598
"3224",3,"nominees",0.000106309904823598
"3225",3,"packaged",0.000106309904823598
"3226",3,"patriotic",0.000107039728282751
"3227",3,"profession",0.000106309904823598
"3228",3,"protocols",0.000106309904823598
"3229",3,"providence",0.000159464857235396
"3230",3,"recover",0.000159464857235396
"3231",3,"remarkable",0.000106309904823598
"3232",3,"represent",0.000159464857235396
"3233",3,"resilient",0.000212619809647195
"3234",3,"roadblocks",0.000106309904823598
